date,secao,secao_nome,saldo,admissoes,fonte
2013-05-01,R,"Artes, cultura e esporte",174,9036,CAGED Antigo
2013-05-01,S,Outros serviços,-2273,39515,CAGED Antigo
2013-05-01,T,Serviços domésticos,779,1466,CAGED Antigo
2013-05-01,U,Organismos internacionais,46,336,CAGED Antigo
2013-06-01,A,Agropecuária,58370,143356,CAGED Antigo
2013-06-01,B,Indústria extrativa,546,5758,CAGED Antigo
2013-06-01,C,Indústria de transformação,8238,295056,CAGED Antigo
2013-06-01,D,Eletricidade e gás,-316,1366,CAGED Antigo
2013-06-01,E,"Água, esgoto e resíduos",888,9584,CAGED Antigo
2013-06-01,F,Construção,1769,240467,CAGED Antigo
2013-06-01,G,Comércio e reparação,9207,417659,CAGED Antigo
2013-06-01,H,Transporte e armazenagem,9491,94524,CAGED Antigo
2013-06-01,I,Alojamento e alimentação,5162,97935,CAGED Antigo
2013-06-01,J,Informação e comunicação,3275,33143,CAGED Antigo
2013-06-01,K,Atividades financeiras,1577,14553,CAGED Antigo
2013-06-01,L,Atividades imobiliárias,634,6126,CAGED Antigo
2013-06-01,M,Atividades profissionais e científicas,2775,46885,CAGED Antigo
2013-06-01,N,Atividades administrativas e serviços,6236,218638,CAGED Antigo
2013-06-01,O,Administração pública,1225,7160,CAGED Antigo
2013-06-01,P,Educação,-1248,33677,CAGED Antigo
2013-06-01,Q,Saúde humana e serviço social,10864,58560,CAGED Antigo
2013-06-01,R,"Artes, cultura e esporte",1349,9215,CAGED Antigo
2013-06-01,S,Outros serviços,3281,37083,CAGED Antigo
2013-06-01,T,Serviços domésticos,426,1183,CAGED Antigo
2013-06-01,U,Organismos internacionais,87,266,CAGED Antigo
2013-07-01,A,Agropecuária,18068,109866,CAGED Antigo
2013-07-01,B,Indústria extrativa,-312,5477,CAGED Antigo
2013-07-01,C,Indústria de transformação,7726,310601,CAGED Antigo
2013-07-01,D,Eletricidade e gás,-888,1152,CAGED Antigo
2013-07-01,E,"Água, esgoto e resíduos",-600,8444,CAGED Antigo
2013-07-01,F,Construção,4373,252029,CAGED Antigo
2013-07-01,G,Comércio e reparação,1774,425521,CAGED Antigo
2013-07-01,H,Transporte e armazenagem,5155,93381,CAGED Antigo
2013-07-01,I,Alojamento e alimentação,1016,101497,CAGED Antigo
2013-07-01,J,Informação e comunicação,2786,33092,CAGED Antigo
2013-07-01,K,Atividades financeiras,369,14345,CAGED Antigo
2013-07-01,L,Atividades imobiliárias,415,6331,CAGED Antigo
2013-07-01,M,Atividades profissionais e científicas,5201,50090,CAGED Antigo
2013-07-01,N,Atividades administrativas e serviços,-2589,225755,CAGED Antigo
2013-07-01,O,Administração pública,48,7206,CAGED Antigo
2013-07-01,P,Educação,-8903,32225,CAGED Antigo
2013-07-01,Q,Saúde humana e serviço social,8893,58132,CAGED Antigo
2013-07-01,R,"Artes, cultura e esporte",215,8749,CAGED Antigo
2013-07-01,S,Outros serviços,-1475,36091,CAGED Antigo
2013-07-01,T,Serviços domésticos,144,1052,CAGED Antigo
2013-07-01,U,Organismos internacionais,47,272,CAGED Antigo
2013-08-01,A,Agropecuária,-12153,89561,CAGED Antigo
2013-08-01,B,Indústria extrativa,-105,5877,CAGED Antigo
2013-08-01,C,Indústria de transformação,11342,310952,CAGED Antigo
2013-08-01,D,Eletricidade e gás,-473,1100,CAGED Antigo
2013-08-01,E,"Água, esgoto e resíduos",-47,8693,CAGED Antigo
2013-08-01,F,Construção,12661,259503,CAGED Antigo
2013-08-01,G,Comércio e reparação,51249,456054,CAGED Antigo
2013-08-01,H,Transporte e armazenagem,7068,95140,CAGED Antigo
2013-08-01,I,Alojamento e alimentação,8599,109543,CAGED Antigo
2013-08-01,J,Informação e comunicação,2845,34326,CAGED Antigo
2013-08-01,K,Atividades financeiras,-260,14351,CAGED Antigo
2013-08-01,L,Atividades imobiliárias,450,6370,CAGED Antigo
2013-08-01,M,Atividades profissionais e científicas,4253,50963,CAGED Antigo
2013-08-01,N,Atividades administrativas e serviços,2277,225040,CAGED Antigo
2013-08-01,O,Administração pública,2663,8535,CAGED Antigo
2013-08-01,P,Educação,22424,60241,CAGED Antigo
2013-08-01,Q,Saúde humana e serviço social,9644,58304,CAGED Antigo
2013-08-01,R,"Artes, cultura e esporte",900,9446,CAGED Antigo
2013-08-01,S,Outros serviços,4078,40547,CAGED Antigo
2013-08-01,T,Serviços domésticos,237,1104,CAGED Antigo
2013-08-01,U,Organismos internacionais,-4,265,CAGED Antigo
2013-09-01,A,Agropecuária,-10491,84215,CAGED Antigo
2013-09-01,B,Indústria extrativa,463,5452,CAGED Antigo
2013-09-01,C,Indústria de transformação,62819,331390,CAGED Antigo
2013-09-01,D,Eletricidade e gás,-376,1166,CAGED Antigo
2013-09-01,E,"Água, esgoto e resíduos",1344,9672,CAGED Antigo
2013-09-01,F,Construção,30124,253184,CAGED Antigo
2013-09-01,G,Comércio e reparação,55115,445448,CAGED Antigo
2013-09-01,H,Transporte e armazenagem,9492,91726,CAGED Antigo
2013-09-01,I,Alojamento e alimentação,10545,103190,CAGED Antigo
2013-09-01,J,Informação e comunicação,1724,32492,CAGED Antigo
2013-09-01,K,Atividades financeiras,1925,13897,CAGED Antigo
2013-09-01,L,Atividades imobiliárias,1088,6447,CAGED Antigo
2013-09-01,M,Atividades profissionais e científicas,6978,49699,CAGED Antigo
2013-09-01,N,Atividades administrativas e serviços,11825,226987,CAGED Antigo
2013-09-01,O,Administração pública,2050,7263,CAGED Antigo
2013-09-01,P,Educação,10122,39947,CAGED Antigo
2013-09-01,Q,Saúde humana e serviço social,10163,55543,CAGED Antigo
2013-09-01,R,"Artes, cultura e esporte",1726,10244,CAGED Antigo
2013-09-01,S,Outros serviços,4109,36159,CAGED Antigo
2013-09-01,T,Serviços domésticos,205,994,CAGED Antigo
2013-09-01,U,Organismos internacionais,118,343,CAGED Antigo
2013-11-01,A,Agropecuária,-33188,69829,CAGED Antigo
2013-11-01,B,Indústria extrativa,-1443,4258,CAGED Antigo
2013-11-01,C,Indústria de transformação,-34228,238048,CAGED Antigo
2013-11-01,D,Eletricidade e gás,-958,1048,CAGED Antigo
2013-11-01,E,"Água, esgoto e resíduos",1027,7557,CAGED Antigo
2013-11-01,F,Construção,-32934,205853,CAGED Antigo
2013-11-01,G,Comércio e reparação,103525,475036,CAGED Antigo
2013-11-01,H,Transporte e armazenagem,4327,84972,CAGED Antigo
2013-11-01,I,Alojamento e alimentação,15128,106838,CAGED Antigo
2013-11-01,J,Informação e comunicação,2812,30357,CAGED Antigo
2013-11-01,K,Atividades financeiras,468,12353,CAGED Antigo
2013-11-01,L,Atividades imobiliárias,885,5984,CAGED Antigo
2013-11-01,M,Atividades profissionais e científicas,4185,43865,CAGED Antigo
2013-11-01,N,Atividades administrativas e serviços,10464,210172,CAGED Antigo
2013-11-01,O,Administração pública,-654,4930,CAGED Antigo
2013-11-01,P,Educação,-1164,25942,CAGED Antigo
2013-11-01,Q,Saúde humana e serviço social,7881,50668,CAGED Antigo
2013-11-01,R,"Artes, cultura e esporte",850,8402,CAGED Antigo
2013-11-01,S,Outros serviços,617,31444,CAGED Antigo
2013-11-01,T,Serviços domésticos,-124,684,CAGED Antigo
2013-11-01,U,Organismos internacionais,10,186,CAGED Antigo
2013-12-01,A,Agropecuária,-71367,39845,CAGED Antigo
2013-12-01,B,Indústria extrativa,-1775,3294,CAGED Antigo
2013-12-01,C,Indústria de transformação,-160961,135310,CAGED Antigo
2013-12-01,D,Eletricidade e gás,-2429,690,CAGED Antigo
2013-12-01,E,"Água, esgoto e resíduos",367,6483,CAGED Antigo
2013-12-01,F,Construção,-84839,112381,CAGED Antigo
2013-12-01,G,Comércio e reparação,-4990,353788,CAGED Antigo
2013-12-01,H,Transporte e armazenagem,-20056,64442,CAGED Antigo
2013-12-01,I,Alojamento e alimentação,-1191,74949,CAGED Antigo
2013-12-01,J,Informação e comunicação,-2146,21793,CAGED Antigo
2013-12-01,K,Atividades financeiras,-780,9195,CAGED Antigo
2013-12-01,L,Atividades imobiliárias,-461,3724,CAGED Antigo
2013-12-01,M,Atividades profissionais e científicas,-7765,28177,CAGED Antigo
2013-12-01,N,Atividades administrativas e serviços,-8012,158352,CAGED Antigo
2013-12-01,O,Administração pública,-15063,3876,CAGED Antigo
2013-12-01,P,Educação,-48346,12717,CAGED Antigo
2013-12-01,Q,Saúde humana e serviço social,-4700,37263,CAGED Antigo
2013-12-01,R,"Artes, cultura e esporte",-781,6552,CAGED Antigo
2013-12-01,S,Outros serviços,-13847,21099,CAGED Antigo
2013-12-01,T,Serviços domésticos,-308,458,CAGED Antigo
2013-12-01,U,Organismos internacionais,6,134,CAGED Antigo
2014-01-01,A,Agropecuária,3448,90542,CAGED Antigo
2014-01-01,B,Indústria extrativa,392,5442,CAGED Antigo
2014-01-01,C,Indústria de transformação,37243,311755,CAGED Antigo
2014-01-01,D,Eletricidade e gás,112,1124,CAGED Antigo
2014-01-01,E,"Água, esgoto e resíduos",1130,9375,CAGED Antigo
2014-01-01,F,Construção,39345,258139,CAGED Antigo
2014-01-01,G,Comércio e reparação,-77351,411465,CAGED Antigo
2014-01-01,H,Transporte e armazenagem,-3853,88618,CAGED Antigo
2014-01-01,I,Alojamento e alimentação,-2663,110894,CAGED Antigo
2014-01-01,J,Informação e comunicação,1762,31526,CAGED Antigo
2014-01-01,K,Atividades financeiras,-425,12782,CAGED Antigo
2014-01-01,L,Atividades imobiliárias,1115,6550,CAGED Antigo
2014-01-01,M,Atividades profissionais e científicas,6686,52358,CAGED Antigo
2014-01-01,N,Atividades administrativas e serviços,6979,233685,CAGED Antigo
2014-01-01,O,Administração pública,1166,7820,CAGED Antigo
2014-01-01,P,Educação,4131,42860,CAGED Antigo
2014-01-01,Q,Saúde humana e serviço social,7622,55212,CAGED Antigo
2014-01-01,R,"Artes, cultura e esporte",1636,10473,CAGED Antigo
2014-01-01,S,Outros serviços,1115,36277,CAGED Antigo
2014-01-01,T,Serviços domésticos,10,932,CAGED Antigo
2014-01-01,U,Organismos internacionais,-5,248,CAGED Antigo
2014-02-01,A,Agropecuária,5795,88639,CAGED Antigo
2014-02-01,B,Indústria extrativa,707,5757,CAGED Antigo
2014-02-01,C,Indústria de transformação,48292,350196,CAGED Antigo
2014-02-01,D,Eletricidade e gás,-78,1368,CAGED Antigo
2014-02-01,E,"Água, esgoto e resíduos",1953,10879,CAGED Antigo
2014-02-01,F,Construção,27617,265079,CAGED Antigo
2014-02-01,G,Comércio e reparação,20994,456082,CAGED Antigo
2014-02-01,H,Transporte e armazenagem,12880,104466,CAGED Antigo
2014-02-01,I,Alojamento e alimentação,10856,116654,CAGED Antigo
2014-02-01,J,Informação e comunicação,4396,34745,CAGED Antigo
2014-02-01,K,Atividades financeiras,1676,14790,CAGED Antigo
2014-02-01,L,Atividades imobiliárias,1205,7280,CAGED Antigo
2014-02-01,M,Atividades profissionais e científicas,2920,50128,CAGED Antigo
2014-02-01,N,Atividades administrativas e serviços,37069,248160,CAGED Antigo
2014-02-01,O,Administração pública,12693,19263,CAGED Antigo
2014-02-01,P,Educação,49517,94478,CAGED Antigo
2014-02-01,Q,Saúde humana e serviço social,11031,62616,CAGED Antigo
2014-02-01,R,"Artes, cultura e esporte",1295,10393,CAGED Antigo
2014-02-01,S,Outros serviços,9843,46840,CAGED Antigo
2014-02-01,T,Serviços domésticos,9,916,CAGED Antigo
2014-02-01,U,Organismos internacionais,153,452,CAGED Antigo
2014-04-01,A,Agropecuária,13877,101143,CAGED Antigo
2014-04-01,B,Indústria extrativa,593,5393,CAGED Antigo
2014-04-01,C,Indústria de transformação,-5722,321706,CAGED Antigo
2014-04-01,D,Eletricidade e gás,-23,1249,CAGED Antigo
2014-04-01,E,"Água, esgoto e resíduos",1250,9935,CAGED Antigo
2014-04-01,F,Construção,4644,237330,CAGED Antigo
2014-04-01,G,Comércio e reparação,17215,449789,CAGED Antigo
2014-04-01,H,Transporte e armazenagem,19098,105553,CAGED Antigo
2014-04-01,I,Alojamento e alimentação,4518,112286,CAGED Antigo
2014-04-01,J,Informação e comunicação,4026,34538,CAGED Antigo
2014-04-01,K,Atividades financeiras,905,14628,CAGED Antigo
2014-04-01,L,Atividades imobiliárias,1154,6642,CAGED Antigo
2014-04-01,M,Atividades profissionais e científicas,623,48976,CAGED Antigo
2014-04-01,N,Atividades administrativas e serviços,9950,239503,CAGED Antigo
2014-04-01,O,Administração pública,3479,9490,CAGED Antigo
2014-04-01,P,Educação,12378,49679,CAGED Antigo
2014-04-01,Q,Saúde humana e serviço social,12188,63034,CAGED Antigo
2014-04-01,R,"Artes, cultura e esporte",67,9258,CAGED Antigo
2014-04-01,S,Outros serviços,4961,41033,CAGED Antigo
2014-04-01,T,Serviços domésticos,15,844,CAGED Antigo
2014-04-01,U,Organismos internacionais,188,506,CAGED Antigo
2014-06-01,A,Agropecuária,40748,123078,CAGED Antigo
2014-06-01,B,Indústria extrativa,-204,4958,CAGED Antigo
2014-06-01,C,Indústria de transformação,-27828,250947,CAGED Antigo
2014-06-01,D,Eletricidade e gás,297,1286,CAGED Antigo
2014-06-01,E,"Água, esgoto e resíduos",-459,7580,CAGED Antigo
2014-06-01,F,Construção,-13543,218156,CAGED Antigo
2014-06-01,G,Comércio e reparação,-6909,390605,CAGED Antigo
2014-06-01,H,Transporte e armazenagem,1790,88361,CAGED Antigo
2014-06-01,I,Alojamento e alimentação,2025,99547,CAGED Antigo
2014-06-01,J,Informação e comunicação,462,29188,CAGED Antigo
2014-06-01,K,Atividades financeiras,2037,14274,CAGED Antigo
2014-06-01,L,Atividades imobiliárias,1690,7337,CAGED Antigo
2014-06-01,M,Atividades profissionais e científicas,1765,45045,CAGED Antigo
2014-06-01,N,Atividades administrativas e serviços,15995,217575,CAGED Antigo
2014-06-01,O,Administração pública,1578,6555,CAGED Antigo
2014-06-01,P,Educação,-8142,31348,CAGED Antigo
2014-06-01,Q,Saúde humana e serviço social,11041,58951,CAGED Antigo
2014-06-01,R,"Artes, cultura e esporte",471,8315,CAGED Antigo
2014-06-01,S,Outros serviços,2397,35092,CAGED Antigo
2014-06-01,T,Serviços domésticos,75,867,CAGED Antigo
2014-06-01,U,Organismos internacionais,77,342,CAGED Antigo
2014-07-01,A,Agropecuária,9902,103485,CAGED Antigo
2014-07-01,B,Indústria extrativa,80,6065,CAGED Antigo
2014-07-01,C,Indústria de transformação,-15116,276493,CAGED Antigo
2014-07-01,D,Eletricidade e gás,93,1139,CAGED Antigo
2014-07-01,E,"Água, esgoto e resíduos",539,8754,CAGED Antigo
2014-07-01,F,Construção,2566,246568,CAGED Antigo
2014-07-01,G,Comércio e reparação,919,426123,CAGED Antigo
2014-07-01,H,Transporte e armazenagem,6536,93150,CAGED Antigo
2014-07-01,I,Alojamento e alimentação,-3665,105851,CAGED Antigo
2014-07-01,J,Informação e comunicação,630,31498,CAGED Antigo
2014-07-01,K,Atividades financeiras,1502,14887,CAGED Antigo
2014-07-01,L,Atividades imobiliárias,465,6592,CAGED Antigo
2014-07-01,M,Atividades profissionais e científicas,2782,46722,CAGED Antigo
2014-07-01,N,Atividades administrativas e serviços,-2050,223951,CAGED Antigo
2014-07-01,O,Administração pública,1167,7154,CAGED Antigo
2014-07-01,P,Educação,-2991,39489,CAGED Antigo
2014-07-01,Q,Saúde humana e serviço social,9253,61143,CAGED Antigo
2014-07-01,R,"Artes, cultura e esporte",-294,8984,CAGED Antigo
2014-07-01,S,Outros serviços,-402,37459,CAGED Antigo
2014-07-01,T,Serviços domésticos,-64,902,CAGED Antigo
2014-07-01,U,Organismos internacionais,-56,388,CAGED Antigo
2014-08-01,A,Agropecuária,-9825,83775,CAGED Antigo
2014-08-01,B,Indústria extrativa,333,5421,CAGED Antigo
2014-08-01,C,Indústria de transformação,-4807,277141,CAGED Antigo
2014-08-01,D,Eletricidade e gás,86,1260,CAGED Antigo
2014-08-01,E,"Água, esgoto e resíduos",65,8500,CAGED Antigo
2014-08-01,F,Construção,2441,236602,CAGED Antigo
2014-08-01,G,Comércio e reparação,42004,434124,CAGED Antigo
2014-08-01,H,Transporte e armazenagem,4309,90771,CAGED Antigo
2014-08-01,I,Alojamento e alimentação,8178,109192,CAGED Antigo
2014-08-01,J,Informação e comunicação,5041,34898,CAGED Antigo
2014-08-01,K,Atividades financeiras,2008,15125,CAGED Antigo
2014-08-01,L,Atividades imobiliárias,545,6584,CAGED Antigo
2014-08-01,M,Atividades profissionais e científicas,1943,46858,CAGED Antigo
2014-08-01,N,Atividades administrativas e serviços,7186,216846,CAGED Antigo
2014-08-01,O,Administração pública,652,6060,CAGED Antigo
2014-08-01,P,Educação,23108,62433,CAGED Antigo
2014-08-01,Q,Saúde humana e serviço social,12005,62082,CAGED Antigo
2014-08-01,R,"Artes, cultura e esporte",693,9370,CAGED Antigo
2014-08-01,S,Outros serviços,5134,40217,CAGED Antigo
2014-08-01,T,Serviços domésticos,305,1184,CAGED Antigo
2014-08-01,U,Organismos internacionais,21,375,CAGED Antigo
2014-10-01,A,Agropecuária,-19833,73974,CAGED Antigo
2014-10-01,B,Indústria extrativa,-459,4869,CAGED Antigo
2014-10-01,C,Indústria de transformação,-12161,275842,CAGED Antigo
2014-10-01,D,Eletricidade e gás,67,1022,CAGED Antigo
2014-10-01,E,"Água, esgoto e resíduos",-210,7876,CAGED Antigo
2014-10-01,F,Construção,-35588,221008,CAGED Antigo
2014-10-01,G,Comércio e reparação,33534,465497,CAGED Antigo
2014-10-01,H,Transporte e armazenagem,1684,92332,CAGED Antigo
2014-10-01,I,Alojamento e alimentação,4578,113993,CAGED Antigo
2014-10-01,J,Informação e comunicação,-8432,32582,CAGED Antigo
2014-10-01,K,Atividades financeiras,836,13680,CAGED Antigo
2014-10-01,L,Atividades imobiliárias,-81,6457,CAGED Antigo
2014-10-01,M,Atividades profissionais e científicas,-317,45245,CAGED Antigo
2014-10-01,N,Atividades administrativas e serviços,-3733,218674,CAGED Antigo
2014-10-01,O,Administração pública,177,4202,CAGED Antigo
2014-10-01,P,Educação,1672,34436,CAGED Antigo
2014-10-01,Q,Saúde humana e serviço social,7166,59664,CAGED Antigo
2014-10-01,R,"Artes, cultura e esporte",712,9542,CAGED Antigo
2014-10-01,S,Outros serviços,31,36169,CAGED Antigo
2014-10-01,T,Serviços domésticos,-37,886,CAGED Antigo
2014-10-01,U,Organismos internacionais,111,423,CAGED Antigo
2014-11-01,A,Agropecuária,-32437,67948,CAGED Antigo
2014-11-01,B,Indústria extrativa,-963,4487,CAGED Antigo
2014-11-01,C,Indústria de transformação,-43044,233049,CAGED Antigo
2014-11-01,D,Eletricidade e gás,93,1295,CAGED Antigo
2014-11-01,E,"Água, esgoto e resíduos",-291,6696,CAGED Antigo
2014-11-01,F,Construção,-49394,190753,CAGED Antigo
2014-11-01,G,Comércio e reparação,105580,482853,CAGED Antigo
2014-11-01,H,Transporte e armazenagem,15,84729,CAGED Antigo
2014-11-01,I,Alojamento e alimentação,13690,111656,CAGED Antigo
2014-11-01,J,Informação e comunicação,5020,31354,CAGED Antigo
2014-11-01,K,Atividades financeiras,872,13123,CAGED Antigo
2014-11-01,L,Atividades imobiliárias,-159,5780,CAGED Antigo
2014-11-01,M,Atividades profissionais e científicas,-4014,38705,CAGED Antigo
2014-11-01,N,Atividades administrativas e serviços,6529,212836,CAGED Antigo
2014-11-01,O,Administração pública,-830,3877,CAGED Antigo
2014-11-01,P,Educação,-2134,27234,CAGED Antigo
2014-11-01,Q,Saúde humana e serviço social,7077,53875,CAGED Antigo
2014-11-01,R,"Artes, cultura e esporte",1008,8951,CAGED Antigo
2014-11-01,S,Outros serviços,1783,32676,CAGED Antigo
2014-11-01,T,Serviços domésticos,20,789,CAGED Antigo
2014-11-01,U,Organismos internacionais,-40,340,CAGED Antigo
2015-02-01,A,Agropecuária,-9544,77489,CAGED Antigo
2015-02-01,B,Indústria extrativa,-1465,4310,CAGED Antigo
2015-02-01,C,Indústria de transformação,2170,277750,CAGED Antigo
2015-02-01,D,Eletricidade e gás,366,1351,CAGED Antigo
2015-02-01,E,"Água, esgoto e resíduos",-789,8255,CAGED Antigo
2015-02-01,F,Construção,-26817,195520,CAGED Antigo
2015-02-01,G,Comércio e reparação,-30006,388584,CAGED Antigo
2015-02-01,H,Transporte e armazenagem,138,84561,CAGED Antigo
2015-02-01,I,Alojamento e alimentação,-2652,107526,CAGED Antigo
2015-02-01,J,Informação e comunicação,-4,28866,CAGED Antigo
2015-02-01,K,Atividades financeiras,221,11939,CAGED Antigo
2015-02-01,L,Atividades imobiliárias,194,5820,CAGED Antigo
2015-02-01,M,Atividades profissionais e científicas,-4770,38050,CAGED Antigo
2015-02-01,N,Atividades administrativas e serviços,10728,210404,CAGED Antigo
2015-02-01,O,Administração pública,10529,16883,CAGED Antigo
2015-02-01,P,Educação,39224,83988,CAGED Antigo
2015-02-01,Q,Saúde humana e serviço social,4577,54586,CAGED Antigo
2015-02-01,R,"Artes, cultura e esporte",251,9553,CAGED Antigo
2015-02-01,S,Outros serviços,4781,39633,CAGED Antigo
2015-02-01,T,Serviços domésticos,-57,876,CAGED Antigo
2015-02-01,U,Organismos internacionais,510,759,CAGED Antigo
2015-04-01,A,Agropecuária,8557,87775,CAGED Antigo
2015-04-01,B,Indústria extrativa,-1109,4272,CAGED Antigo
2015-04-01,C,Indústria de transformação,-52284,251026,CAGED Antigo
2015-04-01,D,Eletricidade e gás,747,1846,CAGED Antigo
2015-04-01,E,"Água, esgoto e resíduos",-789,7304,CAGED Antigo
2015-04-01,F,Construção,-24015,174046,CAGED Antigo
2015-04-01,G,Comércio e reparação,-21027,381859,CAGED Antigo
2015-04-01,H,Transporte e armazenagem,4293,88664,CAGED Antigo
2015-04-01,I,Alojamento e alimentação,-5110,98972,CAGED Antigo
2015-04-01,J,Informação e comunicação,-388,30461,CAGED Antigo
2015-04-01,K,Atividades financeiras,542,13394,CAGED Antigo
2015-04-01,L,Atividades imobiliárias,638,5881,CAGED Antigo
2015-04-01,M,Atividades profissionais e científicas,-378,39508,CAGED Antigo
2015-04-01,N,Atividades administrativas e serviços,-24003,192627,CAGED Antigo
2015-04-01,O,Administração pública,-48,6718,CAGED Antigo
2015-04-01,P,Educação,6762,41820,CAGED Antigo
2015-04-01,Q,Saúde humana e serviço social,7707,56109,CAGED Antigo
2015-04-01,R,"Artes, cultura e esporte",-11,8753,CAGED Antigo
2015-04-01,S,Outros serviços,2100,35295,CAGED Antigo
2015-04-01,T,Serviços domésticos,-3,819,CAGED Antigo
2015-04-01,U,Organismos internacionais,-9,532,CAGED Antigo
2015-05-01,A,Agropecuária,28352,107844,CAGED Antigo
2015-05-01,B,Indústria extrativa,-1044,3996,CAGED Antigo
2015-05-01,C,Indústria de transformação,-59861,215223,CAGED Antigo
2015-05-01,D,Eletricidade e gás,694,1604,CAGED Antigo
2015-05-01,E,"Água, esgoto e resíduos",-831,7218,CAGED Antigo
2015-05-01,F,Construção,-32259,176509,CAGED Antigo
2015-05-01,G,Comércio e reparação,-19265,366278,CAGED Antigo
2015-05-01,H,Transporte e armazenagem,-4397,79888,CAGED Antigo
2015-05-01,I,Alojamento e alimentação,-4848,96599,CAGED Antigo
2015-05-01,J,Informação e comunicação,-2997,25967,CAGED Antigo
2015-05-01,K,Atividades financeiras,493,13996,CAGED Antigo
2015-05-01,L,Atividades imobiliárias,86,5350,CAGED Antigo
2015-05-01,M,Atividades profissionais e científicas,-4582,36946,CAGED Antigo
2015-05-01,N,Atividades administrativas e serviços,-23459,186626,CAGED Antigo
2015-05-01,O,Administração pública,-31,5228,CAGED Antigo
2015-05-01,P,Educação,3688,37121,CAGED Antigo
2015-05-01,Q,Saúde humana e serviço social,2759,53899,CAGED Antigo
2015-05-01,R,"Artes, cultura e esporte",-297,8334,CAGED Antigo
2015-05-01,S,Outros serviços,2033,34704,CAGED Antigo
2015-05-01,T,Serviços domésticos,35,834,CAGED Antigo
2015-05-01,U,Organismos internacionais,132,481,CAGED Antigo
2015-06-01,A,Agropecuária,44665,120482,CAGED Antigo
2015-06-01,B,Indústria extrativa,-1170,3921,CAGED Antigo
2015-06-01,C,Indústria de transformação,-61850,204319,CAGED Antigo
2015-06-01,D,Eletricidade e gás,643,1546,CAGED Antigo
2015-06-01,E,"Água, esgoto e resíduos",-2489,7110,CAGED Antigo
2015-06-01,F,Construção,-27089,181489,CAGED Antigo
2015-06-01,G,Comércio e reparação,-25470,363595,CAGED Antigo
2015-06-01,H,Transporte e armazenagem,-9220,75475,CAGED Antigo
2015-06-01,I,Alojamento e alimentação,-640,96448,CAGED Antigo
2015-06-01,J,Informação e comunicação,-3580,25649,CAGED Antigo
2015-06-01,K,Atividades financeiras,1266,13467,CAGED Antigo
2015-06-01,L,Atividades imobiliárias,198,5962,CAGED Antigo
2015-06-01,M,Atividades profissionais e científicas,-2481,37568,CAGED Antigo
2015-06-01,N,Atividades administrativas e serviços,-17859,181088,CAGED Antigo
2015-06-01,O,Administração pública,-717,4920,CAGED Antigo
2015-06-01,P,Educação,-10802,30350,CAGED Antigo
2015-06-01,Q,Saúde humana e serviço social,5778,57142,CAGED Antigo
2015-06-01,R,"Artes, cultura e esporte",-69,8427,CAGED Antigo
2015-06-01,S,Outros serviços,-614,32896,CAGED Antigo
2015-06-01,T,Serviços domésticos,167,1005,CAGED Antigo
2015-06-01,U,Organismos internacionais,134,476,CAGED Antigo
2015-08-01,A,Agropecuária,-4210,83181,CAGED Antigo
2015-08-01,B,Indústria extrativa,-1229,3476,CAGED Antigo
2015-08-01,C,Indústria de transformação,-45025,202111,CAGED Antigo
2015-08-01,D,Eletricidade e gás,740,1849,CAGED Antigo
2015-08-01,E,"Água, esgoto e resíduos",-1813,5712,CAGED Antigo
2015-08-01,F,Construção,-27526,173038,CAGED Antigo
2015-08-01,G,Comércio e reparação,-12744,340449,CAGED Antigo
2015-08-01,H,Transporte e armazenagem,-3096,72057,CAGED Antigo
2015-08-01,I,Alojamento e alimentação,-2583,93466,CAGED Antigo
2015-08-01,J,Informação e comunicação,-3523,24793,CAGED Antigo
2015-08-01,K,Atividades financeiras,888,13246,CAGED Antigo
2015-08-01,L,Atividades imobiliárias,87,5407,CAGED Antigo
2015-08-01,M,Atividades profissionais e científicas,-1594,37473,CAGED Antigo
2015-08-01,N,Atividades administrativas e serviços,-11742,179613,CAGED Antigo
2015-08-01,O,Administração pública,759,6046,CAGED Antigo
2015-08-01,P,Educação,17552,54376,CAGED Antigo
2015-08-01,Q,Saúde humana e serviço social,5926,53270,CAGED Antigo
2015-08-01,R,"Artes, cultura e esporte",416,8692,CAGED Antigo
2015-08-01,S,Outros serviços,2058,32771,CAGED Antigo
2015-08-01,T,Serviços domésticos,-83,768,CAGED Antigo
2015-08-01,U,Organismos internacionais,199,549,CAGED Antigo
2015-09-01,A,Agropecuária,-3329,81914,CAGED Antigo
2015-09-01,B,Indústria extrativa,-799,3268,CAGED Antigo
2015-09-01,C,Indústria de transformação,-8327,211840,CAGED Antigo
2015-09-01,D,Eletricidade e gás,411,1304,CAGED Antigo
2015-09-01,E,"Água, esgoto e resíduos",-1439,5131,CAGED Antigo
2015-09-01,F,Construção,-30820,158850,CAGED Antigo
2015-09-01,G,Comércio e reparação,-17326,333169,CAGED Antigo
2015-09-01,H,Transporte e armazenagem,-7767,66790,CAGED Antigo
2015-09-01,I,Alojamento e alimentação,-2339,88649,CAGED Antigo
2015-09-01,J,Informação e comunicação,-6229,23438,CAGED Antigo
2015-09-01,K,Atividades financeiras,509,11662,CAGED Antigo
2015-09-01,L,Atividades imobiliárias,-243,5139,CAGED Antigo
2015-09-01,M,Atividades profissionais e científicas,-3345,35103,CAGED Antigo
2015-09-01,N,Atividades administrativas e serviços,-19936,170470,CAGED Antigo
